party,score
ไทยทรัพย์ทวี,1
เพื่อชาติไทย,1
ใหม่,0
มิติใหม่,3
รวมใจไทย,0
รวมไทยสร้างชาติ,7
พลวัต,0
ประชาธิปไตยใหม่,5
เพื่อไทย,59
ทางเลือกใหม่,1
เศรษฐกิจ,20
เสรีรวมไทย,2
รวมพลังประชาชน,3
ท้องที่ไทย,1
อนาคตไทย,1
พลังเพื่อไทย,2
ไทยชนะ,1
พลังสังคมใหม่,1
สังคมประชาธิปไตยไทย,1
ฟิวชัน,1
ไทรวมพลัง,1
ก้าวอิสระ,1
ปวงชนไทย,1
วิชชั่นใหม่,1
เพื่อชีวิตใหม่,1
คลองไทย,1
ประชาธิปัตย์,17
ไทยก้าวหน้า,1
ไทยภักดี,2
แรงงานสร้างชาติ,1
ประชากรไทย,1
ครูไทยเพื่อประชาชน,1
ประชาชาติ,1
สร้างอนาคตไทย,1
รักชาติ,0
ไทยพร้อม,0
ภูมิใจไทย,9
พลังธรรมใหม่,1
กรีน,0
ไทยธรรม,0
แผ่นดินธรรม,0
กล้าธรรม,1
พลังประชารัฐ,1
โอกาสใหม่,6
เป็นธรรม,0
ประชาชน,1
ประชาไทย,2
ไทยสร้างไทย,0
ไทยก้าวใหม่,0
ประชาอาสาชาติ,0
พร้อม,0
เครือข่ายชาวนาแห่งประเทศไทย,0
ไทยพิทักษ์ธรรม,0
ความหวังใหม่,0
ไทยรวมไทย,1
เพื่อบ้านเมือง,0
พลังไทยรักชาติ,0
