party,score,election_type,ballot_type,amphoe,tambon,source_file
ประชาชน,9,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
ไทยก้าวใหม่,1,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
ภูมิใจไทย,1,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
ประชาธิปัตย์,2,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
เศรษฐกิจ,0,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
กล้าธรรม,1,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
รวมไทยสร้างชาติ,0,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
เพื่อไทย,1,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
เสรีรวมไทย,0,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
วิชช์ใหม่,0,ล่วงหน้าในเขต,แบ่งเขต,,,advance_in_district__ส.ส.5-16 ชุดที่ 9.csv
เพื่อไทย,1,ล่วงหน้าในเขต,บัญชีรายชื่อ,,,advance_in_district__ส.ส.5-16(บช) ชุดที่ 9.csv
เศรษฐกิจ,1,ล่วงหน้าในเขต,บัญชีรายชื่อ,,,advance_in_district__ส.ส.5-16(บช) ชุดที่ 9.csv
ประชาธิปัตย์,2,ล่วงหน้าในเขต,บัญชีรายชื่อ,,,advance_in_district__ส.ส.5-16(บช) ชุดที่ 9.csv
ภูมิใจไทย,2,ล่วงหน้าในเขต,บัญชีรายชื่อ,,,advance_in_district__ส.ส.5-16(บช) ชุดที่ 9.csv
กล้าธรรม,1,ล่วงหน้าในเขต,บัญชีรายชื่อ,,,advance_in_district__ส.ส.5-16(บช) ชุดที่ 9.csv
ประชาชน,9,ล่วงหน้าในเขต,บัญชีรายชื่อ,,,advance_in_district__ส.ส.5-16(บช) ชุดที่ 9.csv
เพื่อชาติไทย,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
เศรษฐกิจ,9,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
เสรีรวมไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
รวมพลังประชาชน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ท้องที่ไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
อนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
พลังเพื่อไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยชนะ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
พลังสังคมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
สังคมประชาธิปไตยไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ฟิวชัน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทรวมพลัง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ก้าวอิสระ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ปวงชนไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
วิชชั่นใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
เพื่อชีวิตใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
คลองไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ประชาธิปัตย์,21,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยก้าวหน้า,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยภักดี,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
แรงงานสร้างชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ประชากรไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ครูไทยเพื่อประชาชน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ประชาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
สร้างอนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
รักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยพร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ภูมิใจไทย,43,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
พลังธรรมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
กรีน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
แผ่นดินธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
กล้าธรรม,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
พลังประชารัฐ,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
โอกาสใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
เป็นธรรม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ประชาชน,543,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ประชาไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยสร้างไทย,6,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยก้าวใหม่,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ประชาอาสาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
พร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยพิทักษ์ธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ความหวังใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยรวมไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
เพื่อบ้านเมือง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
พลังไทยรักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 1.csv
ไทยทรัพย์ทวี,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เพื่อชาติไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
มิติใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
รวมใจไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
รวมไทยสร้างชาติ,8,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พลวัต,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ประชาธิปไตยใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เพื่อไทย,61,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ทางเลือกใหม่,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เศรษฐกิจ,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เสรีรวมไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
รวมพลังประชาชน,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ท้องที่ไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
อนาคตไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พลังเพื่อไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยชนะ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พลังสังคมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
สังคมประชาธิปไตยไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พิวซัน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทรวมพลัง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ก้าวอิสระ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ปวงชนไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
วิชช์นใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เพื่อชีวิตใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
คลองไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ประชาธิปัตย์,14,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยก้าวหน้า,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยภักดี,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
แรงงานสร้างชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ประชากรไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ครูไทยเพื่อประชาชน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ประชาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
สร้างอนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
รักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยพร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ภูมิใจไทย,45,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พลังธรรมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
กรีน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
แผ่นดินธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
กล้าธรรม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พลังประชารัฐ,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
โอกาสใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เป็นธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ประชาชน,549,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ประชาไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยสร้างไทย,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยก้าวใหม่,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ประชาอาสาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พร้อม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยพิทักษ์ธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ความหวังใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยรวมไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
เพื่อบ้านเมือง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
พลังไทยรักชาติ,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 2.csv
ไทยทรัพย์ทวี,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เพื่อชาติไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ใหม่,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
มิติใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
รวมใจไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
รวมไทยสร้างชาติ,8,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
พลวัต,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ประชาธิปไตยใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เพื่อไทย,51,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ทางเลือกใหม่,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เศรษฐกิจ,12,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เสรีรวมไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
รวมพลังประชาชน,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ท้องที่ไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
อนาคตไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
พลังเพื่อไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยชนะ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
พลังสังคมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
สังคมประชาธิปไตยไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ฟิวชัน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทรวมพลัง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ก้าวอิสระ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ปวงชนไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
วิชชั่นใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เพื่อชีวิตใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
คลองไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ประชาธิปัตย์,21,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยก้าวหน้า,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยภักดี,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
แรงงานสร้างชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ประชากรไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ครูไทยเพื่อประชาชน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ประชาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
สร้างอนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
รักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยพร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ภูมิใจไทย,39,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
พลังธรรมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
กรีน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ไทยธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
แผ่นดินธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
กล้าธรรม,7,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
พลังประชารัฐ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
โอกาสใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
เป็นธรรม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ประชาชน,538,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
ประชาไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 3.csv
