party,score,election_type,ballot_type,amphoe,tambon,source_file
ใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
มิติใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
รวมใจไทย,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
รวมไทยสร้างชาติ,6,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
พลวัต,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ประชาธิปไตยใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
เพื่อไทย,74,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ทางเลือกใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
เศรษฐกิจ,7,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
เสรีรวมไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
รวมพลังประชาชน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ท้องที่ไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
อนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
พลังเพื่อไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยชนะ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
พลังสังคมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
สังคมประชาธิปไตยไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ฟิวชัน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทรวมพลัง,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ก้าวอิสระ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ปวงชนไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
วิชชั่นใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
เพื่อชีวิตใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
คลองไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ประชาธิปัตย์,8,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยก้าวหน้า,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยภักดี,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
แรงงานสร้างชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ประชากรไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ครูไทยเพื่อประชาชน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ประชาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
สร้างอนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
รักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยพร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ภูมิใจไทย,42,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
พลังธรรมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
กรีน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
แผ่นดินธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
กล้าธรรม,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
พลังประชารัฐ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
โอกาสใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
เป็นธรรม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ประชาชน,544,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ประชาไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยสร้างไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยก้าวใหม่,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ประชาอาสาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
พร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยพิทักษ์ธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ความหวังใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยรวมไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
เพื่อบ้านเมือง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
พลังไทยรักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 7.csv
ไทยทรัพย์ทวี,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เพื่อชาติไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
มิติใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
รวมใจไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
รวมไทยสร้างชาติ,4,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
พลวัต,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ประชาธิปไตยใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เพื่อไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ทางเลือกใหม่,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เศรษฐกิจ,12,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เสรีรวมไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
รวมพลังประชาชน,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ท้องที่ไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
อนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
พลังเพื่อไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยชนะ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
พลังสังคมใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
สังคมประชาธิปไตยไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ฟิวชัน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทรวมพลัง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ก้าวอิสระ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ปวงชนไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
วิชชั่นใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เพื่อชีวิตใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
คลองไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ประชาธิปัตย์,18,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยก้าวหน้า,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยภักดี,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
แรงงานสร้างชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ประชากรไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ครูไทยเพื่อประชาชน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ประชาชาติ,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
สร้างอนาคตไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
รักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยพร้อม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ภูมิใจไทย,37,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
พลังธรรมใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
กรีน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
แผ่นดินธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
กล้าธรรม,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
พลังประชารัฐ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
โอกาสใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เป็นธรรม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ประชาชน,572,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ประชาไทย,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยสร้างไทย,2,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยก้าวใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ประชาอาสาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
พร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยพิทักษ์ธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ความหวังใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยรวมไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
เพื่อบ้านเมือง,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
พลังไทยรักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 8.csv
ไทยทรัพย์ทวี,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
เพื่อชาติไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
มิติใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
รวมใจไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
รวมไทยสร้างชาติ,6,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
พลวัต,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ประชาธิปไตยใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
เพื่อไทย,53,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ทางเลือกใหม่,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
เศรษฐกิจ,11,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
เสรีรวมไทย,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
รวมพลังประชาชน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ท้องที่ไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
อนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
พลังเพื่อไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยชนะ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
พลังสังคมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
สังคมประชาธิปไตยไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ฟิวชัน,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทรวมพลัง,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ก้าวอิสระ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ปวงชนไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
วิชชั่นใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
เพื่อชีวิตใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
คลองไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ประชาธิปัตย์,13,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยก้าวหน้า,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยภักดี,4,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
แรงงานสร้างชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ประชากรไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ครูไทยเพื่อประชาชน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ประชาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
สร้างอนาคตไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
รักชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยพร้อม,1,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ภูมิใจไทย,48,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
พลังธรรมใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
กรีน,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
แผ่นดินธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
กล้าธรรม,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
พลังประชารัฐ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
โอกาสใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
เป็นธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ประชาชน,539,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ประชาไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยสร้างไทย,4,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยก้าวใหม่,3,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ประชาอาสาชาติ,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
พร้อม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ไทยพิทักษ์ธรรม,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
ความหวังใหม่,0,ล่วงหน้านอกเขต,บัญชีรายชื่อ,,,advance_outside_district_and_overseas__ส.ส.5-17(บช)-ชุดที่ 9.csv
