party,score,election_type,ballot_type,amphoe,tambon,source_file
อนาคตไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
พลังเพื่อไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยชนะ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
พลังสังคมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
สังคมประชาธิปไตยไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ฟิวชัน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทรวมพลัง,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ก้าวอิสระ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ปวงชนไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
วิชชั่นใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
เพื่อชีวิตใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
คลองไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ประชาธิปัตย์,26,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยก้าวหน้า,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยภักดี,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
แรงงานสร้างชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ประชากรไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ครูไทยเพื่อประชาชน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ประชาชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
สร้างอนาคตไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
รักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยพร้อม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ภูมิใจไทย,71,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
พลังธรรมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
กรีน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
แผ่นดินธรรม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
กล้าธรรม,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
พลังประชารัฐ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
โอกาสใหม่,7,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
เป็นธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ประชาชน,292,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ประชาไทย,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยสร้างไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยก้าวใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ประชาอาสาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
พร้อม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
เครือข่ายชาวนาแห่งประเทศไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยพิทักษ์ธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ความหวังใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ไทยรวมไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
เพื่อบ้านเมือง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
พลังไทยรักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote.csv
ประชาชน,374,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
ไทยก้าวใหม่,8,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
ภูมิใจไทย,28,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
ประชาธิปัตย์,40,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
เศรษฐกิจ,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
กล้าธรรม,9,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
รวมไทยสร้างชาติ,7,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
เพื่อไทย,168,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
เสรีรวมไทย,7,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
วิชชั่นใหม่,0,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__constituency_vote.csv
ไทยทรัพย์ทวี,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เพื่อชาติไทย,5,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
มิติใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
รวมใจไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
รวมไทยสร้างชาติ,12,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
พลวัต,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชาธิปไตยใหม่,5,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เพื่อไทย,132,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ทางเลือกใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เศรษฐกิจ,14,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เสรีรวมไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
รวมพลังประชาชน,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ท้องที่ไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
อนาคตไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
พลังเพื่อไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยชนะ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
พลังสังคมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
สังคมประชาธิปไตยไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ฟิวชัน,3,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทรวมพลัง,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ก้าวอิสระ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ปวงชนไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
วิชชั่นใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เพื่อชีวิตใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
คลองไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชาธิปัตย์,33,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยก้าวหน้า,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยภักดี,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
แรงงานสร้างชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชากรไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ครูไทยเพื่อประชาชน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
สร้างอนาคตไทย,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
รักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยพร้อม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ภูมิใจไทย,26,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
พลังธรรมใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
กรีน,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
แผ่นดินธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
กล้าธรรม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
พลังประชารัฐ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
โอกาสใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เป็นธรรม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชาชน,391,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชาไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยสร้างไทย,5,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยก้าวใหม่,3,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชาอาสาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
พร้อม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยพิทักษ์ธรรม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ความหวังใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ไทยรวมไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
เพื่อบ้านเมือง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
พลังไทยรักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote.csv
ประชาชน,329,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
ไทยก้าวใหม่,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
ภูมิใจไทย,47,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
ประชาธิปัตย์,21,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
เศรษฐกิจ,11,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
กล้าธรรม,16,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
รวมไทยสร้างชาติ,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
เพื่อไทย,193,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
เสรีรวมไทย,17,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
วิชชั่นใหม่,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__constituency_vote.csv
ไทยทรัพย์ทวี,8,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
เพื่อชาติไทย,6,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
ใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
มิติใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
รวมใจไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
รวมไทยสร้างชาติ,5,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
พลวัต,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
ประชาธิปไตยใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
เพื่อไทย,127,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
ทางเลือกใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
เศรษฐกิจ,16,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
เสรีรวมไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอเมืองลำพูน,Ton Thong,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_5__party_list_vote.csv
