party,score,election_type,ballot_type,amphoe,tambon,source_file
ไทยก้าวหน้า,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ไทยภักดี,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
แรงงานสร้างชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ประชากรไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ครูไทยเพื่อประชาชน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ประชาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
สร้างอนาคตไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
รักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ไทยพร้อม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ภูมิใจไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
พลังธรรมใหม่,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
กรีน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ไทยธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
แผ่นดินธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
กล้าธรรม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
พลังประชารัฐ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
โอกาสใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
เป็นธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ประชาชน,17,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ประชาไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ไทยสร้างไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ไทยก้าวใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ประชาอาสาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
พร้อม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ไทยพิทักษ์ธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ความหวังใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ไทยรวมไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
เพื่อบ้านเมือง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
พลังไทยรักชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__party_list_vote.csv
ประชาชน,87,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
ไทยก้าวใหม่,0,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
ภูมิใจไทย,18,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
ประชาธิปัตย์,18,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
เศรษฐกิจ,7,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
กล้าธรรม,26,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
รวมไทยสร้างชาติ,5,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
เพื่อไทย,37,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
เสรีรวมไทย,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
วิชชั่นใหม่,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote.csv
ไทยทรัพย์ทวี,9,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เพื่อชาติไทย,9,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
มิติใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
รวมใจไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
รวมไทยสร้างชาติ,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
พลวัต,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชาธิปไตยใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เพื่อไทย,43,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ทางเลือกใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เศรษฐกิจ,8,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เสรีรวมไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
รวมพลังประชาชน,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ท้องที่ไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
อนาคตไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
พลังเพื่อไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยชนะ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
พลังสังคมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
สังคมประชาธิปไตยไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ฟิวชัน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทรวมพลัง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ก้าวอิสระ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ปวงชนไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
วิชชั่นใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เพื่อชีวิตใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
คลองไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชาธิปัตย์,8,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยก้าวหน้า,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยภักดี,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
แรงงานสร้างชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชากรไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ครูไทยเพื่อประชาชน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
สร้างอนาคตไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
รักชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยพร้อม,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ภูมิใจไทย,25,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
พลังธรรมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
กรีน,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
แผ่นดินธรรม,2,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
กล้าธรรม,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
พลังประชารัฐ,3,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
โอกาสใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เป็นธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชาชน,63,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชาไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยสร้างไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยก้าวใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชาอาสาชาติ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
พร้อม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เครือข่ายชาวนาแห่งประเทศไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยพิทักษ์ธรรม,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ความหวังใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ไทยรวมไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
เพื่อบ้านเมือง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
พลังไทยรักชาติ,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote.csv
ประชาชน,127,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
ไทยก้าวใหม่,6,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
ภูมิใจไทย,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
ประชาธิปัตย์,12,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
เศรษฐกิจ,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
กล้าธรรม,30,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
รวมไทยสร้างชาติ,4,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
เพื่อไทย,95,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
เสรีรวมไทย,6,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
วิชชั่นใหม่,1,เลือกตั้งทั่วไป,แบ่งเขต,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote.csv
ไทยทรัพย์ทวี,7,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
เพื่อชาติไทย,8,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
มิติใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
รวมใจไทย,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
รวมไทยสร้างชาติ,6,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
พลวัต,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ประชาธิปไตยใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
เพื่อไทย,89,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ทางเลือกใหม่,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
เศรษฐกิจ,5,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
เสรีรวมไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
รวมพลังประชาชน,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ท้องที่ไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
อนาคตไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
พลังเพื่อไทย,4,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ไทยชนะ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
พลังสังคมใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
สังคมประชาธิปไตยไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ฟิวชัน,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ไทรวมพลัง,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ก้าวอิสระ,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
ปวงชนไทย,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
วิชชั่นใหม่,1,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
เพื่อชีวิตใหม่,0,เลือกตั้งทั่วไป,บัญชีรายชื่อ,อำเภอแม่ทา,Tha Pla Duk,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote.csv
