arabic_vote,thai_vote,party_name,filename
31,สามสิบเอ็ด,เพื่อไทย,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_7__party_list_vote_page_1.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_6__constituency_vote_page_1.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_5__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_14__constituency_vote_page_1.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_6__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_2__constituency_vote_page_1.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_1__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_12__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_4__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_9__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_5__constituency_vote_page_1.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_12__constituency_vote_page_1.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_7__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_10__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_6__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_2__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_2__party_list_vote_page_3.md
31,สามสิบเอ็ด,ภูมิใจไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_4__party_list_vote_page_3.md
31,สามสิบเอ็ด,ประชาธิปัตย์,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_10__party_list_vote_page_2.md
31,สามสิบเอ็ด,ประชาธิปัตย์,district_mueang_lamphun__14_subdistrict_ban_paen__polling_unit_2__party_list_vote_page_2.md
31,สามสิบเอ็ด,ประชาธิปัตย์,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_1__constituency_vote_page_1.md
31,สามสิบเอ็ด,ประชาธิปัตย์,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_2__constituency_vote_page_1.md
31,สามล้านเอ็ด,ภูมิใจไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_4__party_list_vote_page_3.md
31,สว่างสังคม,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_11__party_list_vote_page_3.md
31,สมัยเดียว,ประชาธิปัตย์,district_mueang_lamphun__05_subdistrict_wiang_yong__polling_unit_4__party_list_vote_page_2.md
30,สามหมื่น,ประชาธิปัตย์,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_15__party_list_vote_page_2.md
30,สามสิบคะแนน,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_18__constituency_vote_page_1.md
30,สามสิบ,โอกาสใหม่,district_mueang_lamphun__05_subdistrict_wiang_yong__polling_unit_1__party_list_vote_page_3.md
30,สามสิบ,เพื่อไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_13__party_list_vote_page_1.md
30,สามสิบ,เพื่อไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_9__party_list_vote_page_1.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_10__constituency_vote_page_1.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_16__party_list_vote_page_3.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_9__party_list_vote_page_3.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_14__party_list_vote_page_3.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_14__constituency_vote_page_1.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_7__constituency_vote_page_1.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_12__constituency_vote_page_1.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_9__constituency_vote_page_1.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_2__constituency_vote_page_1.md
30,สามสิบ,ภูมิใจไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_11__party_list_vote_page_3.md
30,สามสิบ,ประชาธิปัตย์,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_2__party_list_vote_page_2.md
30,สามสิบ,ประชาธิปัตย์,district_mueang_lamphun__15_office_ban_paen__polling_unit_3__party_list_vote_page_2.md
30,สามสิบ,ประชาธิปัตย์,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_4__constituency_vote_page_1.md
30,สามสิบ,ประชาธิปัตย์,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_9__party_list_vote_page_2.md
30,สามสิบ,ประชาธิปัตย์,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_15__constituency_vote_page_1.md
30,สามสิบ,ประชาธิปัตย์,district_ban_thi__02_subdistrict_huai_yap__polling_unit_9__constituency_vote_page_1.md
30,สามสิบ,กล้าธรรม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_17__constituency_vote_page_1.md
30,สามสิบ,กล้าธรรม,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_1__constituency_vote_page_1.md
30,สามสิบ,กล้าธรรม,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__constituency_vote_page_1.md
30,,เสรีรวมไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_11__party_list_vote_page_2.md
30,,พลังธรรมใหม่,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_20__party_list_vote_page_3.md
30,,ประชาธิปัตย์,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_1__party_list_vote_page_2.md
29,แปดสิบเก้า,ประชาชน,district_mae_tha__08_1_tha_thung_luang_5_tha_khum_ngoen__polling_unit_5__party_list_vote_page_3.md
29,หนึ่งสิบเก้า,ภูมิใจไทย,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_1__party_list_vote_page_3.md
29,หนึ่งร้อยสี่สิบเก้า,ประชาชน,district_ban_thi__02_subdistrict_huai_yap__polling_unit_1__party_list_vote_page_3.md
29,สี่สิบเก้าคะแนน,ประชาธิปัตย์,district_mueang_lamphun__15_office_ban_paen__polling_unit_9__party_list_vote_page_2.md
29,สี่สิบเก้า,เพื่อไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_10__party_list_vote_page_1.md
29,สี่สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_3__party_list_vote_page_3.md
29,สี่สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_12__constituency_vote_page_1.md
29,สีส้มเทา,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_16__party_list_vote_page_3.md
29,สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_11__party_list_vote_page_3.md
29,สัมพันธ์,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_10__constituency_vote_page_1.md
29,สองสิบเก้า,ประชาชน,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_12__party_list_vote_page_3.md
29,สองร้อยเก้า,เพื่อไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_8__constituency_vote_page_1.md
29,ยี่สิบเก้าคะแนน,เพื่อไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_3__constituency_vote_page_1.md
29,ยี่สิบเก้าคะแนน,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_18__party_list_vote_page_3.md
29,ยี่สิบเก้าคะแนน,ประชาธิปัตย์,district_mueang_lamphun__14_subdistrict_ban_paen__polling_unit_2__constituency_vote_page_1.md
29,ยี่สิบเก้าคะแนน,ประชาธิปัตย์,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_18__constituency_vote_page_1.md
29,ยี่สิบเก้า,เศรษฐกิจ,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_12__party_list_vote_page_2.md
29,ยี่สิบเก้า,เศรษฐกิจ,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_1__constituency_vote_page_1.md
29,ยี่สิบเก้า,เพื่อไทย,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_2__constituency_vote_page_1.md
29,ยี่สิบเก้า,เพื่อไทย,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_7__constituency_vote_page_1.md
29,ยี่สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__15_office_ban_paen__polling_unit_8__constituency_vote_page_1.md
29,ยี่สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_11__constituency_vote_page_1.md
29,ยี่สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_4__party_list_vote_page_3.md
29,ยี่สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_7__constituency_vote_page_1.md
29,ยี่สิบเก้า,ภูมิใจไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_8__constituency_vote_page_1.md
29,ยี่สิบเก้า,ภูมิใจไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_7__constituency_vote_page_1.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_11__constituency_vote_page_1.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_3__constituency_vote_page_1.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_2__party_list_vote_page_2.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_mueang_lamphun__12_subdistrict_umong__polling_unit_9__constituency_vote_page_1.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_5__constituency_vote_page_1.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_6__party_list_vote_page_2.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_4__constituency_vote_page_1.md
29,ยี่สิบเก้า,ประชาธิปัตย์,district_ban_thi__02_subdistrict_huai_yap__polling_unit_13__constituency_vote_page_1.md
29,ยี่สิบเก้า,กล้าธรรม,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_6__constituency_vote_page_1.md
29,ยี่สิบเก้า,กล้าธรรม,district_ban_thi__01_subdistrict_ban_thi__polling_unit_6__constituency_vote_page_1.md
29,นขลขา,ประชาธิปัตย์,district_mueang_lamphun__05_subdistrict_wiang_yong__polling_unit_8__party_list_vote_page_2.md
29,ซี่สิบเก้า,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_7__constituency_vote_page_1.md
29,ซีสิบห้า,ประชาธิปัตย์,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_6__constituency_vote_page_1.md
29,ซีสินเจ็ก,ภูมิใจไทย,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_2__party_list_vote_page_3.md
29,,ภูมิใจไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_10__party_list_vote_page_3.md
29,,ประชาชน,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_2__party_list_vote_page_3.md
28,สี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_17__constituency_vote_page_1.md
28,สี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_4__constituency_vote_page_1.md
28,สี่สิบแปด,ประชาธิปัตย์,district_mae_tha__06_subdistrict_tha_kat__polling_unit_7__constituency_vote_page_1.md
28,สามัคคี,ภูมิใจไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_16__party_list_vote_page_3.md
28,สองหมื่นแปดพันสามร้อยเก้าสิบบาท,ภูมิใจไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_10__constituency_vote_page_1.md
28,สองสิบแปด,มิติใหม่,district_ban_thi__01_subdistrict_ban_thi__polling_unit_14__party_list_vote_page_1.md
28,สองสิบแปด,ภูมิใจไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_1__party_list_vote_page_3.md
28,สองร้อยแปด,รวมไทยสร้างชาติ,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_7__constituency_vote_page_1.md
28,สองร้อยสิบแปด,ประชาชน,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_10__party_list_vote_page_3.md
28,ยี่สิบแปดคาเทน,ภูมิใจไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_15__party_list_vote_page_3.md
28,ยี่สิบแปด,เสรีรวมไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_5__constituency_vote_page_1.md
28,ยี่สิบแปด,เศรษฐกิจ,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_8__party_list_vote_page_2.md
28,ยี่สิบแปด,ภูมิใจไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_4__constituency_vote_page_1.md
28,ยี่สิบแปด,ภูมิใจไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_3__party_list_vote_page_3.md
28,ยี่สิบแปด,ภูมิใจไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_3__constituency_vote_page_1.md
28,ยี่สิบแปด,ภูมิใจไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_10__party_list_vote_page_3.md
28,ยี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_6__constituency_vote_page_1.md
28,ยี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_3__party_list_vote_page_2.md
28,ยี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_11__constituency_vote_page_1.md
28,ยี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__12_subdistrict_umong__polling_unit_4__constituency_vote_page_1.md
28,ยี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_8__constituency_vote_page_1.md
28,ยี่สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_4__constituency_vote_page_1.md
28,ยี่สิบแปด,ประชาธิปัตย์,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_8__constituency_vote_page_1.md
28,ยี่สิบแปด,กลาธรรม,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_6__constituency_vote_page_1.md
28,มีสิบแปด,ภูมิใจไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_8__party_list_vote_page_3.md
28,มีสมแปด,ประชาธิปัตย์,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_1__party_list_vote_page_2.md
28,ซีลิปแบด,ภูมิใจไทย,district_mueang_lamphun__15_office_ban_paen__polling_unit_5__party_list_vote_page_3.md
28,ซีลิงเปา,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_6__party_list_vote_page_3.md
27,อรบเจด,เศรษฐกิจ,district_mueang_lamphun__05_subdistrict_wiang_yong__polling_unit_4__party_list_vote_page_2.md
27,ห้าหมื่นเจ็ดพันเก้าร้อยเอ็ด,ประชาชน,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_11__party_list_vote_page_3.md
27,ห้าสี่สิบเจ็ด,เสรีรวมไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_5__constituency_vote_page_1.md
27,ห้าสิบเจ็ด,เพื่อชาติไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_12__party_list_vote_page_1.md
27,สี่สิบเจ็ด,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_19__constituency_vote_page_1.md
27,สี่สิบเจ็ด,ภูมิใจไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_7__party_list_vote_page_3.md
27,สี่สิบเจ็ด,ภูมิใจไทย,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_11__party_list_vote_page_3.md
27,สี่สิบเจ็ด,ประชาธิปัตย์,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_10__constituency_vote_page_1.md
27,สี่สิบเจ็ด,ประชาธิปัตย์,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_22__constituency_vote_page_1.md
27,สี่สิบเจ็ด,ประชาธิปัตย์,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_7__constituency_vote_page_1.md
27,สัมพันธ์,ประชาธิปัตย์,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_10__constituency_vote_page_1.md
27,สองเจ็ด,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_15__constituency_vote_page_1.md
27,สองสิบเจ็ด,ภูมิใจไทย,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_9__party_list_vote_page_3.md
27,สองสิบเจ็ด,ประชาธิปัตย์,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_2__constituency_vote_page_1.md
27,สองร้อยเจ็ด,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_4__constituency_vote_page_1.md
27,สองร้อยสิบเจ็ด,ประชาชน,district_mueang_lamphun__06_subdistrict_nong_nam__polling_unit_4__constituency_vote_page_1.md
27,ศูนย์,ประชาธิปัตย์,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_1__constituency_vote_page_1.md
27,ยี่สิบเจ็ดคะแนน,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_3__constituency_vote_page_1.md
27,ยี่สิบเจ็ดคะแนน,ประชาธิปัตย์,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_14__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,ไทยทรัพย์ทวี,district_mae_tha__06_subdistrict_tha_kat__polling_unit_7__party_list_vote_page_1.md
27,ยี่สิบเจ็ด,เสรีรวมไทย,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_7__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,เพื่อไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_13__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,รวมไทยสร้างชาติ,district_mueang_lamphun__12_subdistrict_umong__polling_unit_5__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_14__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,ภูมิใจไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_6__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,ภูมิใจไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_6__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_1__party_list_vote_page_3.md
27,ยี่สิบเจ็ด,ภูมิใจไทย,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_3__party_list_vote_page_3.md
27,ยี่สิบเจ็ด,ประชาธิปไตยใหม่,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_3__party_list_vote_page_1.md
27,ยี่สิบเจ็ด,ประชาธิปัตย์,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_7__constituency_vote_page_1.md
27,ยี่สิบเจ็ด,ประชาธิปัตย์,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_11__constituency_vote_page_1.md
27,ซึ่งเกิน,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_7__party_list_vote_page_3.md
27,ซีลิเว็ค,ภูมิใจไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_14__party_list_vote_page_3.md
27,,รักชาติ,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_4__party_list_vote_page_3.md
26,เก้าสิบสองคน,ภูมิใจไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_4__party_list_vote_page_3.md
26,อั้งหมดแทน,ภูมิใจไทย,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_1__party_list_vote_page_3.md
26,อัลบาก,ประชาธิปัตย์,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_2__party_list_vote_page_2.md
26,หนึ่งล้านหกพันบาทถ้วน,เศรษฐกิจ,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_11__party_list_vote_page_2.md
26,หนึ่งพันหกสิบ,เศรษฐกิจ,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_19__party_list_vote_page_2.md
26,สี่สิบหก,เพื่อไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_12__party_list_vote_page_1.md
26,สี่สิบหก,ประชาธิปัตย์,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_5__constituency_vote_page_1.md
26,สี่สิบหก,ประชาธิปัตย์,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_14__constituency_vote_page_1.md
26,สี่สิบหก,ประชาธิปัตย์,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_10__constituency_vote_page_1.md
26,สิบหก,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_2__party_list_vote_page_3.md
26,สองสิบหก,เศรษฐกิจ,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_2__constituency_vote_page_1.md
26,ยี่สิบหก,เศรษฐกิจ,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_12__constituency_vote_page_1.md
26,ยี่สิบหก,ภูมิใจไทย,district_mueang_lamphun__15_office_ban_paen__polling_unit_4__constituency_vote_page_1.md
26,ยี่สิบหก,ภูมิใจไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_16__party_list_vote_page_3.md
26,ยี่สิบหก,ภูมิใจไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_5__constituency_vote_page_1.md
26,ยี่สิบหก,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_14__party_list_vote_page_3.md
26,ยี่สิบหก,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_1__party_list_vote_page_3.md
26,ยี่สิบหก,ภูมิใจไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_11__party_list_vote_page_3.md
26,ยี่สิบหก,ภูมิใจไทย,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_4__constituency_vote_page_1.md
26,ยี่สิบหก,ประชาธิปัตย์,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_16__party_list_vote_page_2.md
26,ยี่สิบหก,ประชาธิปัตย์,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_3__constituency_vote_page_1.md
26,ยี่สิบหก,ประชาธิปัตย์,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_9__constituency_vote_page_1.md
26,ยี่สิบหก,ประชาธิปัตย์,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_1__constituency_vote_page_1.md
26,ยี่สิบหก,ประชาชน,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_3__constituency_vote_page_1.md
26,ยี่สิบหก,ประชาชน,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_13__constituency_vote_page_1.md
26,ยี่สิบหก,กล้าธรรม,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_2__constituency_vote_page_1.md
26,ยี่สิบหก,กล้าธรรม,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__constituency_vote_page_1.md
26,ยสส,ภูมิใจไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_1__party_list_vote_page_3.md
26,มีสิบหก,ประชาธิปัตย์,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_4__party_list_vote_page_2.md
26,ฝีมือ,ภูมิใจไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_5__party_list_vote_page_3.md
26,ซี่สิบหก,ประชาธิปัตย์,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_10__constituency_vote_page_1.md
26,ซีสิบหก,ประชาธิปัตย์,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_3__party_list_vote_page_2.md
26,,ภูมิใจไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_8__party_list_vote_page_3.md
26,,ภูมิใจไทย,district_mueang_lamphun__06_subdistrict_nong_nam__polling_unit_5__party_list_vote_page_3.md
26,,ภูมิใจไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_9__party_list_vote_page_3.md
26,,ภูมิใจไทย,district_ban_thi__01_subdistrict_ban_thi__polling_unit_9__party_list_vote_page_3.md
25,เหลือ,ประชาธิปัตย์,district_ban_thi__01_subdistrict_ban_thi__polling_unit_5__constituency_vote_page_1.md
25,หกสิบห้า,เพื่อไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_19__constituency_vote_page_1.md
25,สี่สิบห้าคะแนน,ภูมิใจไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_10__constituency_vote_page_1.md
25,สิบแปด,ประชาธิปัตย์,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_3__constituency_vote_page_1.md
25,สิบห้าใบ,ประชาธิปัตย์,district_ban_thi__01_subdistrict_ban_thi__polling_unit_11__constituency_vote_page_1.md
25,สิบห้าคะแนน,ประชาธิปัตย์,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_1__constituency_vote_page_1.md
25,สิบห้า,เพื่อไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_9__constituency_vote_page_1.md
