arabic_vote,thai_vote,party_name,filename
1,หนึ่ง,ไทรวมพลัง,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_7__party_list_vote_page_2.md
1,หนึ่ง,ไทรวมพลัง,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_2__party_list_vote_page_2.md
1,หนึ่ง,ไทรวมพลัง,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_7__party_list_vote_page_2.md
1,หนึ่ง,ไทรวมพลัง,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_10__party_list_vote_page_2.md
1,หนึ่ง,ไทรวมพลัง,district_mae_tha__01_subdistrict_tha_sop_sao__polling_unit_1__party_list_vote_page_2.md
1,หนึ่ง,ไทรวมพลัง,district_ban_thi__02_subdistrict_huai_yap__polling_unit_5__party_list_vote_page_2.md
1,หนึ่ง,ไทรวมพลัง,district_ban_thi__02_subdistrict_huai_yap__polling_unit_14__party_list_vote_page_2.md
1,หนึ่ง,ไทรวมพลัง,district_ban_thi__01_subdistrict_ban_thi__polling_unit_4__party_list_vote_page_2.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_16__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__15_office_ban_paen__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_15__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_9__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_2__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__08_subdistrict_nong_chang_khuen__polling_unit_2__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_10__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_15__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_16__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__09_11_phae_rim_nam__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__08_1_tha_thung_luang_5_tha_khum_ngoen__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_2__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__06_subdistrict_tha_kat__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_12__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_10__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_2__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_10__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_9__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_mae_tha__01_subdistrict_tha_sop_sao__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_ban_thi__01_subdistrict_ban_thi__polling_unit_2__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_ban_thi__01_subdistrict_ban_thi__polling_unit_18__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_ban_thi__01_subdistrict_ban_thi__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,district_ban_thi__01_subdistrict_ban_thi__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยสร้างไทย,advance_outside_district_and_overseas__party_list_vote_05_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__12_subdistrict_umong__polling_unit_15__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_15__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_12__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_10__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_2__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,district_ban_thi__02_subdistrict_huai_yap__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยรวมไทย,advance_outside_district_and_overseas__party_list_vote_09_page_3.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_2__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_16__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_15__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__15_office_ban_paen__polling_unit_7__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__15_office_ban_paen__polling_unit_5__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__15_office_ban_paen__polling_unit_1__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__14_subdistrict_ban_paen__polling_unit_1__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_14__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__12_subdistrict_umong__polling_unit_8__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__12_subdistrict_umong__polling_unit_13__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_16__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_9__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_3__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_9__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_6__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_14__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_13__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_10__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__08_subdistrict_nong_chang_khuen__polling_unit_1__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_15__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_11__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__06_subdistrict_nong_nam__polling_unit_6__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__05_subdistrict_wiang_yong__polling_unit_7__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_1__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_24__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_22__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_19__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_11__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_1__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_15__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_7__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_10__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__12_subdistrict_tha_mae_lop__polling_unit_5__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_7__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_5__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_11__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_10__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__09_11_phae_rim_nam__polling_unit_6__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__06_subdistrict_tha_kat__polling_unit_6__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__06_subdistrict_tha_kat__polling_unit_2__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__06_subdistrict_tha_kat__polling_unit_11__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__06_subdistrict_tha_kat__polling_unit_10__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__05_subdistrict_tha_thung_luang__polling_unit_4__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_9__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_8__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_4__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_10__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_6__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_1__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_3__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_2__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_ban_thi__02_subdistrict_huai_yap__polling_unit_8__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_ban_thi__02_subdistrict_huai_yap__polling_unit_6__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_ban_thi__02_subdistrict_huai_yap__polling_unit_5__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_ban_thi__02_subdistrict_huai_yap__polling_unit_4__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_ban_thi__01_subdistrict_ban_thi__polling_unit_3__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,district_ban_thi__01_subdistrict_ban_thi__polling_unit_2__party_list_vote_page_2.md
1,หนึ่ง,ไทยภักดี,advance_outside_district_and_overseas__party_list_vote_08_page_2.md
1,หนึ่ง,ไทยภักดี,advance_outside_district_and_overseas__party_list_vote_06_page_2.md
1,หนึ่ง,ไทยภักดี,advance_outside_district_and_overseas__party_list_vote_01_page_2.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_12__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__12_subdistrict_umong__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__12_subdistrict_umong__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__05_subdistrict_wiang_yong__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_mueang_lamphun__04_subdistrict_rim_ping__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยพิทักษ์ธรรม,district_ban_thi__02_subdistrict_huai_yap__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_9__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__16_subdistrict_mueang_nga__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__15_office_ban_paen__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__14_subdistrict_ban_paen__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__12_subdistrict_umong__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__12_subdistrict_umong__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_16__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_9__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__10_subdistrict_pratu_pa__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_9__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__08_subdistrict_nong_chang_khuen__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_5__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__07_subdistrict_mueang_chi__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_16__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__03_subdistrict_makhuea_chae__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_9__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__02_subdistrict_ban_klang__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_13__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mueang_lamphun__01_subdistrict_ton_thong__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_2__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__10_subdistrict_tha_khum_ngoen__polling_unit_10__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__07_subdistrict_municipality_tha_kat__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__06_subdistrict_tha_kat__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__06_subdistrict_tha_kat__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_15__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__04_subdistrict_tha_pla_duk__polling_unit_14__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_4__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__03_subdistrict_municipality_tha_sop_sao__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__02_subdistrict_municipality_tha_sop_chai__polling_unit_11__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_mae_tha__01_subdistrict_tha_sop_sao__polling_unit_1__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_ban_thi__02_subdistrict_huai_yap__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_ban_thi__02_subdistrict_huai_yap__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_ban_thi__02_subdistrict_huai_yap__polling_unit_12__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,district_ban_thi__01_subdistrict_ban_thi__polling_unit_19__party_list_vote_page_3.md
1,หนึ่ง,ไทยพร้อม,advance_outside_district_and_overseas__party_list_vote_09_page_3.md
1,หนึ่ง,ไทยพร้อม,advance_outside_district_and_overseas__party_list_vote_08_page_3.md
1,หนึ่ง,ไทยธรรม,district_mueang_lamphun__13_municipality_mueang_lamphun__polling_unit_6__party_list_vote_page_3.md
1,หนึ่ง,ไทยธรรม,district_mueang_lamphun__12_subdistrict_umong__polling_unit_7__party_list_vote_page_3.md
1,หนึ่ง,ไทยธรรม,district_mueang_lamphun__11_subdistrict_pa_sak__polling_unit_3__party_list_vote_page_3.md
1,หนึ่ง,ไทยธรรม,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_8__party_list_vote_page_3.md
1,หนึ่ง,ไทยธรรม,district_mueang_lamphun__09_subdistrict_si_bua_ban__polling_unit_6__party_list_vote_page_3.md
